"","msoa11nm","msoa11cd","dose","ex_deaths","unvax","pop","ex_deathrate"
"980","Buglawton","E02003815","1st",3.45827726597444,1728,6140,56.3237339735251
"981","Bulkington","E02006488","1st",5.37167117844341,1255,5589,96.111490041929
"982","Bullbrook","E02003357","1st",8.77346186525056,3474,8856,99.0679975750967
"983","Bullsmoor & Freezywater","E02000277","1st",11.0459838577756,2812,6421,172.029027531157
"984","Bulwell North","E02002869","1st",8.82880760697446,2840,6466,136.542029183026
"985","Bulwell West","E02002872","1st",7.60453885996859,3157,7506,101.312801225268
"986","Bungay & the Saints","E02006314","1st",5.71496537995845,1387,6398,89.3242478893162
"987","Buntingford & Great Hormead","E02004878","1st",3.89095552377253,1710,7478,52.0320342842007
"988","Burbage Sketchley & Stretton","E02005390","1st",5.0214597762707,1903,8707,57.6715260855714
"989","Burbage St Catherines","E02005389","1st",3.86209899164314,1259,5186,74.4716350104732
"990","Bures Hamlet, Maplestead & Belchamp","E02004447","1st",5.5002073036821,1171,5246,104.845735868893
"991","Burford & Brize Norton","E02006004","1st",5.75395424954938,3987,9226,62.3667271791609
"992","Burgess Hill Central","E02006617","1st",5.81863015959487,2506,8264,70.4093678556978
"993","Burgess Hill East","E02006616","1st",4.58813500858859,2168,8160,56.2271447130954
"994","Burgess Hill South","E02006618","1st",3.4301499290028,1216,5563,61.6600742225921
"995","Burgess Hill West","E02006615","1st",3.89793609753384,1663,5859,66.5290339227486
"996","Burgess Park","E02000821","1st",15.4625959143865,5495,9032,171.197917564066
"997","Burgess Park West & John Ruskin Street","E02000823","1st",17.7258435869859,5274,9332,189.946887987419
"998","Burghfield Common","E02003381","1st",3.49318341333931,1161,4912,71.1152975028361
"999","Burham North, Taplow & Dorney","E02003693","1st",7.04278209007336,1522,6298,111.825692125649
"1000","Burley","E02002385","1st",4.65132034249759,6205,8961,51.9062642840932
"1001","Burley-in-Wharfedale","E02002185","1st",3.64414222704891,756,5042,72.2757284222315
"1002","Burmantofts","E02002394","1st",7.22476106675714,4195,6991,103.343742908842
"1003","Burnage South","E02001085","1st",9.53021909232804,3601,7580,125.728484067652
"1004","Burnden & Great Lever","E02001005","1st",8.89348511450418,3705,8117,109.566158858004
"1005","Burngreave & Grimesthorpe","E02001632","1st",20.4957968920632,6926,11205,182.916527372273
"1006","Burnham-on-Crouch","E02004562","1st",6.00033377464335,1779,7339,81.7595554522871
"1007","Burnham-on-Sea","E02006064","1st",9.14774096923979,1588,7054,129.681612833
"1008","Burnham South","E02003694","1st",6.05050070507746,1766,6879,87.9561085198061
"1009","Burniston, Sleights & Fylingdales","E02005798","1st",6.74364755808808,1181,7418,90.9092418183888
"1010","Burnopfield","E02004297","1st",4.02544130824214,1524,6820,59.0240661032572
"1011","Burnt Oak & Watling Park","E02000047","1st",24.6856546152757,6199,11691,211.15092477355
"1012","Burntwood Chase Terrace & Hammerwich","E02006154","1st",5.92416140963968,1611,8420,70.3582115159107
"1013","Burntwood Chasetown","E02006155","1st",2.8552981585425,1328,4671,61.128198641458
"1014","Burntwood North East & Longdon","E02006148","1st",4.66035296957865,1258,6376,73.0921105642825
"1015","Burntwood West","E02006151","1st",3.76986918241871,1904,7984,47.2178003809958
"1016","Burpham North & Merrow East","E02006351","1st",3.84837987862926,2150,7167,53.6958264075521
"1017","Burpham, Boxgrove & Merrow West","E02006354","1st",7.52411426435597,2297,8403,89.5408100006661
"1018","Burscough","E02005307","1st",4.23611345637934,1688,8138,52.0534954089375
"1019","Bursteads","E02004432","1st",6.74301021279008,1680,6073,111.032606830069
"1020","Bursted Wood","E02000075","1st",8.08531162951592,1869,6995,115.587014003087
"1021","Burstwick & Thorngumbald","E02002716","1st",4.30245333155635,1792,7353,58.5128972059887
"1022","Burton-in-Kendal, Levens & Natland","E02004024","1st",4.82825939251092,1287,6696,72.1066217519552
"1023","Burton & Airport","E02004236","1st",6.71948388272561,1137,5592,120.16244425475
"1024","Burton Agnes, Rudston & Langtoft","E02002689","1st",4.17888691549967,1008,5095,82.0193702747726
"1025","Burton Bradstock & Chideock","E02004275","1st",8.6723539671896,1125,6980,124.245758842258
"1026","Burton Brizlincote","E02006142","1st",3.04502336045249,1016,4572,66.6015608147963
"1027","Burton Central","E02006141","1st",18.0267829973047,6106,11148,161.704189068036
"1028","Burton Eton Park","E02006138","1st",7.04096761439361,3005,6557,107.380930523008
"1029","Burton Horninglow","E02006137","1st",6.00134401334882,2447,7552,79.4669493293011
"1030","Burton Joyce & Lambley","E02005872","1st",3.938556392665,1097,5467,72.0423704529906
"1031","Burton Latimer, Broughton & Mawsley","E02005649","1st",7.38228175787529,3413,13627,54.1739323246151
"1032","Burton Shobnall","E02006139","1st",9.21614049813761,3442,7088,130.024555560632
"1033","Burton Stapenhill","E02006144","1st",6.73678113113113,2420,7116,94.6708984138719
"1034","Burton Stretton","E02006135","1st",2.68015110095562,1230,6705,39.9724250701807
"1035","Burton upon Stather, Alkborough & Gunness","E02002753","1st",5.85322980492122,1554,7533,77.7011788785507
"1036","Burton Winshill","E02006140","1st",5.48145210004347,2090,7135,76.8248367210017
"1037","Burwash, Sedlescombe & Staplecross","E02004394","1st",7.49010292780177,1714,7181,104.304455198465
"1038","Burwell","E02003739","1st",3.8925490438338,1193,5508,70.6708250514487
"1039","Bury Park","E02003274","1st",23.2803808447691,6639,10830,214.961965325661
"1040","Bury St Edmunds Central","E02006278","1st",9.01341754919822,2482,7485,120.419740136249
"1041","Bury St Edmunds West","E02006279","1st",5.00388838627892,1785,7649,65.4188571875921
"1042","Bury Street West & Village Road","E02000297","1st",18.488768183759,2651,8683,212.930648206369
"1043","Bush Fair & Brays Grove","E02004549","1st",7.18659217032005,2482,6831,105.205565368468
"1044","Bushbury","E02002149","1st",11.0722607760433,2662,8817,125.57855025568
"1045","Bushbury Hill","E02002152","1st",7.09882026751396,2082,5331,133.161138013768
"1046","Bushey Central","E02004907","1st",13.5914562641859,2788,9414,144.374933760207
"1047","Bushey Heath","E02004908","1st",11.52763819071,2353,9400,122.634448837341
"1048","Bushey North","E02004903","1st",7.31923668911771,2239,6620,110.562487751023
"1049","Busk","E02001113","1st",8.46248602522979,3479,7564,111.878450888813
"1050","Buttershaw","E02002241","1st",8.19295801327762,3120,10132,80.8621991045955
"1051","Buxted, Framfield & Rotherfield","E02004410","1st",6.81921172950811,1588,7124,95.7216694203833
"1052","Buxton Burbage & Harpur Hill","E02004104","1st",3.86748944578466,1428,6303,61.3595025509227
"1053","Buxton North","E02004102","1st",8.92195856587254,2285,7401,120.550717009492
"1054","Buxton South & East","E02004103","1st",4.77655361720383,1744,5820,82.071367993193
"1055","Bybrook, Orchard Park & Godinton","E02004999","1st",11.1489186183609,4568,13075,85.2689760486494
"1056","Byfleet","E02006456","1st",7.1016641378232,2137,6875,103.296932913792
"1057","Byker","E02001733","1st",9.52250514999021,4875,11189,85.1059536150702
"1058","Cadbury Heath North & Bridgeyate","E02003118","1st",3.3366348530837,2383,8514,39.1899794818382
"1059","Cadbury Heath South & North Common","E02003119","1st",5.6752976132075,2472,8737,64.9570517707165
"1060","Caddington & Slip End","E02003651","1st",5.49872452600367,1588,6093,90.2465866732919
"1061","Cadeby, Hickleton & Hampole","E02001558","1st",3.3033070824302,902,5423,60.9129095045215
"1062","Cadley & College","E02005258","1st",5.57527049435273,1547,7297,76.4049677175925
"1063","Caister on Sea","E02005540","1st",7.8601838682822,1451,8068,97.4241927154462
"1064","Caistor, Kelsey & Keelby","E02005492","1st",6.86615989853472,1853,8660,79.2859110685302
"1065","Calcot North & Little Heath","E02003372","1st",4.03337673390108,1652,6719,60.0294200610371
"1066","Calcot South","E02003374","1st",4.38387418256069,1390,4980,88.0296020594516
"1067","Calderstones","E02001393","1st",5.91951585049078,1969,7081,83.597173428764
"1068","Caldwell & Chilvers Coton","E02006483","1st",7.42193775013567,2518,6683,111.05697665922
"1069","Caldy & Newton","E02001494","1st",6.84231804622269,1260,6274,109.058304848943
"1070","Caledonian Road","E02000568","1st",16.0552516364751,8362,13172,121.889247164251
"1071","California","E02001921","1st",9.55850168900172,2860,6893,138.669689380556
"1072","California","E02006252","1st",7.08991566558233,2379,8264,85.7927839494473
"1073","California & Southcourt","E02003669","1st",6.92962510147628,2667,6107,113.470199794929
"1074","Callands & Old Hall","E02002599","1st",8.28631883184481,2657,9662,85.7619419565805
"1075","Callington & Pensilva","E02003894","1st",4.78506314570394,1742,7139,67.0270786623329
"1076","Calne North","E02006657","1st",6.19520690926916,3034,8923,69.4296414800982
"1077","Calne South","E02006658","1st",4.31892491215514,1798,6695,64.5097074257676
"1078","Calverley & Farsley North","E02002368","1st",5.70863664077471,1776,7215,79.1217829629204
"1079","Calverton & Woodborough","E02005866","1st",3.68477530302767,1652,7913,46.5660975992376
"1080","Cam","E02004661","1st",3.12388612547151,1658,7445,41.9595181393084
"1081","Camberley Heatherside","E02006422","1st",4.5682086612495,1355,5409,84.4556971944814
"1082","Camberley North","E02006419","1st",6.98618705911641,2273,6978,100.117326728524
"1083","Camberley Parkside","E02006424","1st",5.00286684105063,1343,5756,86.915685216307
"1084","Camberley Town","E02006420","1st",9.07574705365008,2077,7309,124.172213074977
"1085","Camberley West","E02006423","1st",11.9967087096317,3551,10355,115.854260836617
"1086","Camberwell Green","E02000827","1st",23.4542151619355,6474,11651,201.306455771483
"1087","Camberwell North","E02000826","1st",20.256162515578,5662,9909,204.421864119265
"1088","Camberwell South","E02000830","1st",17.5867816729738,5208,9626,182.700827685163
"1089","Camborne East","E02003923","1st",8.03138475915082,2428,7421,108.225101187856
"1090","Camborne South","E02003925","1st",7.75139321464054,2993,7356,105.375111672655
"1091","Camborne West","E02003924","1st",7.13189707065894,1717,6362,112.10149435176
"1092","Cambourne","E02006873","1st",3.55255102507375,2671,7293,48.7117924732449
"1093","Camden Road South","E02000180","1st",11.1198609056377,4672,8473,131.238769097577
"1094","Camden Street & Elm Village","E02000184","1st",9.8579874430109,7080,10970,89.863148979133
"1095","Camden Town & Mornington Crescent","E02000186","1st",9.46997333863185,4208,7257,130.494327389167
"1096","Camelford & Tresmeer","E02003934","1st",6.19797764056157,1496,6030,102.785698848451
"1097","Camp Hill","E02006476","1st",5.83640022223368,2930,7524,77.5704442083158
"1098","Canada Water","E02000813","1st",11.2252217464446,6250,10694,104.967474718951
"1099","Canary Wharf","E02006854","1st",5.97083420018323,4679,7380,80.9056124686074
"1100","Canford Heath East","E02003198","1st",5.30379329406837,1951,6379,83.1445884005074
"1101","Canford Heath West","E02003197","1st",4.47559893375652,1732,5885,76.0509589423369
"1102","Canley & Westwood Heath","E02001993","1st",9.9976516363118,3847,7894,126.648741275802
"1103","Canning Town Central","E02000743","1st",16.9008690442471,6177,10340,163.451344721926
"1104","Canning Town East","E02000744","1st",11.7153540138996,5054,8780,133.432278062637
"1105","Canning Town North","E02000740","1st",10.7823008599446,4179,7039,153.179441113007
"1106","Canning Town South & Bow Creek","E02000747","1st",14.6869135902704,7943,12833,114.446455156787
"1107","Cannington, Combwich & Nether Stowey","E02006067","1st",4.6770491218498,1462,6308,74.144722920891
"1108","Cannock North","E02006124","1st",5.65715756179159,1680,6082,93.0147576749686
"1109","Cannock North East","E02006125","1st",5.73198046390196,1647,6264,91.5067123866851
"1110","Cannock South","E02006129","1st",5.52560338947282,2112,6861,80.5364143633992
"1111","Cannock West & Mill Green","E02006128","1st",6.2452523846399,1543,7423,84.1338055319938
"1112","Cannon Hill","E02000709","1st",10.6401106417743,2421,7274,146.275923037865
"1113","Cannon Park & University","E02001999","1st",7.67321943885338,15292,19628,39.0932312963796
"1114","Canonbury East & Mildmay Park","E02000567","1st",14.6875414612047,6084,11349,129.417054024184
"1115","Canons Park","E02000434","1st",25.3403907412264,4142,9707,261.052753077433
"1116","Canterbury","E02002233","1st",10.2212380584771,4228,7725,132.313761274785
"1117","Canterbury Barracks","E02005023","1st",8.50790776051948,5150,8831,96.3413855794302
"1118","Canterbury Central & Westgate","E02006856","1st",9.73598070741257,5966,10829,89.9065537668535
"1119","Canterbury St Stephen's","E02005022","1st",4.66594799966556,3557,6806,68.556391414422
"1120","Canterbury Wincheap","E02006855","1st",5.77990441220706,2917,5850,98.8017848240522
"1121","Cantley Park","E02001562","1st",2.61342524731334,1140,4968,52.6051780860172
"1122","Canvey Island Leigh Beck","E02004484","1st",10.3118928683114,2009,7654,134.725540479637
"1123","Canvey Island Newlands","E02004481","1st",7.47021921080957,1282,6034,123.802108233503
"1124","Canvey Island North West","E02004482","1st",8.61860494052758,2428,7426,116.059856457414
"1125","Canvey Island South West","E02004483","1st",8.87926568959382,1701,7255,122.388224529205
"1126","Canvey Island Winter Gardens","E02004480","1st",5.64900402273381,1743,5958,94.8137633892885
"1127","Capenhurst, Saughall & Moston","E02003795","1st",3.20299233260439,1805,5658,56.6099740651182
"1128","Capstone","E02003344","1st",3.68429746341265,1842,5623,65.5219182538263
"1129","Carcroft","E02001543","1st",4.30454588009455,1715,6799,63.3114558037145
"1130","Carleton, Cowling & Cononley","E02005748","1st",5.46839736050919,1406,6690,81.7398708596291
"1131","Carlisle Belah","E02003989","1st",4.06911683018631,1382,6496,62.640345292277
"1132","Carlton","E02005878","1st",8.06685596741288,2560,8628,93.4962444067325
"1133","Carlton & Langold","E02005838","1st",4.75718902004305,1725,7232,65.7797154320111
"1134","Carlton Colville","E02006310","1st",3.87982889309585,1328,6839,56.7309386327804
"1135","Carlton Hill","E02005877","1st",6.03158636485673,1881,6210,97.126994603168
"1136","Carlton, Hemingbrough & Osgodby","E02005816","1st",6.07666052491645,1554,7350,82.6756534002238
"1137","Carnforth, Silverdale & Warton","E02005221","1st",6.46476255770135,1791,8810,73.379824718517
"1138","Carpenders Park","E02004965","1st",10.4028056717503,1945,6249,166.471526192195
"1139","Carr Manor","E02002354","1st",7.94772794074356,2336,7135,111.39072096347
"1140","Carrbrook & Micklehurst","E02001231","1st",5.09348222658449,1822,6100,83.4997086325326
"1141","Carshalton Beeches & Banstead Road","E02000861","1st",8.29930301239754,1781,6939,119.603732704965
"1142","Carshalton on the Hill","E02000859","1st",8.60967847860528,2184,7339,117.314054756851
"1143","Carshalton Village","E02000854","1st",6.52073563356567,2022,6548,99.5836229927561
"1144","Carterhatch & Forty Hall","E02000281","1st",10.2451339443352,2861,7710,132.881114712519
"1145","Carterton North","E02006005","1st",2.17950828122047,2362,6923,31.4821360858077
"1146","Carterton South","E02006006","1st",2.42457507903201,1189,4495,53.9393788438713
"1147","Cassiobury","E02004975","1st",6.32055112320534,2217,7099,89.0343868601964
"1148","Castle & Kingsway","E02003627","1st",17.3520812387022,5088,10306,168.36872927132
"1149","Castle Bromwich East","E02002083","1st",2.92218613166477,1214,5300,55.1355873899014
"1150","Castle Bromwich West","E02002081","1st",6.3460873598522,1214,4893,129.697268748257
"1151","Castle Cary & Kenton Mandeville","E02006076","1st",7.13591499860852,1473,8133,87.7402557310774
"1152","Castle Donington","E02005397","1st",4.37314402429038,2046,8066,54.217009971366
"1153","Castle Gresley, Overseal & Coton","E02004128","1st",6.6424122814646,2175,9807,67.7313376309228
"1154","Castle Hill","E02006246","1st",4.43822354698549,1393,6335,70.0587773794079
"1155","Castle Vale","E02001855","1st",11.6252675524363,3506,8767,132.602572743655
"1156","Castlecroft","E02002167","1st",4.25845650238627,1392,5762,73.9058747376999
"1157","Castlefield & Deansgate","E02006917","1st",1.62510702555673,3494,5643,28.7986359304754
"1158","Castleford Town","E02002439","1st",7.53739018119064,2472,7741,97.3697220151226
"1159","Castleford West","E02002441","1st",6.57770085164875,2529,8199,80.2256476600653
"1160","Castleton & Trub","E02001148","1st",11.9979878814874,2780,8908,134.687784929135
"1161","Catchgate & Dipton","E02004300","1st",4.38197777165784,1748,6531,67.0950508598659
"1162","Catcliffe, Treeton & Waverley","E02001604","1st",3.71836009340095,2229,9061,41.0369726674865
"1163","Caterham North","E02006430","1st",7.5484229027983,2198,8027,94.0379083443167
"1164","Caterham Valley","E02006431","1st",10.1604024273843,2877,9730,104.423457629849
"1165","Caterham West","E02006432","1st",4.35089293804003,1209,5089,85.496029436825
"1166","Catford Bridge","E02000672","1st",18.0674722993577,4724,9225,195.85335825862
"1167","Catford East & Mountsfield Park","E02000670","1st",16.0288255760065,3220,5981,267.995746129519
"1168","Cathedral & Kelham","E02006843","1st",3.70789167418166,16443,18881,19.6382165890666
"1169","Cathedral & West Common","E02005444","1st",12.0339157368108,4404,11634,103.437474100145
"1170","Cathedral Quarter & California","E02002808","1st",12.814333264217,7125,12779,100.276494750896
"1171","Catshill","E02006702","1st",3.36322838782297,1258,5128,65.5855769856273
"1172","Cattedown & Prince Rock","E02003149","1st",7.73666732708952,4159,8591,90.055492109062
"1173","Catterick & Brompton-on-Swale","E02005784","1st",3.84541383776888,1112,4659,82.5373221242515
"1174","Catterick Garrison & Colburn","E02005785","1st",7.28348565996318,9871,16410,44.3844342471858
"1175","Catton Grove & Airport","E02005584","1st",8.30023593216226,3780,9813,84.5840816484486
"1176","Cauldwell","E02003630","1st",14.214645428109,5345,10194,139.441293193143
"1177","Caversfield, Ambrosden & Fringford","E02005931","1st",6.48641812898612,2822,8713,74.445290129532
"1178","Caversham Balmore Park","E02003391","1st",6.03577705843689,2240,7557,79.8700153293224
"1179","Caversham Emmer Green","E02003389","1st",5.57362772692814,1884,6944,80.2653762518453
"1180","Caversham Heights","E02003390","1st",4.60848680426096,1587,6676,69.0306591411168
"1181","Cawston & Long Lawford","E02006498","1st",5.39361832167555,3731,11194,48.1831188286184
"1182","Central","E02006899","1st",2.98402233058246,4746,6654,44.8455414875633
"1183","Central & Islington","E02006932","1st",3.97450417730787,14672,18091,21.9695106810451
"1184","Central & West Cambridge","E02003725","1st",18.0533762635674,17575,23142,78.0113052612887
"1185","Central Bath & Lansdown","E02002991","1st",17.981297290687,5595,11318,158.873451941041
"1186","Central Blackburn","E02002620","1st",9.80777054636548,3465,7771,126.20988992878
"1187","Central Blackpool","E02002642","1st",12.5679503200472,3054,7339,171.248812100384
"1188","Central Bolton","E02000999","1st",8.83392497515643,3367,7502,117.754265198033
"1189","Central Bournemouth","E02003188","1st",19.8589850059493,7962,13561,146.441892234712
"1190","Central Bracknell & Wildridings","E02003358","1st",8.33829141534101,3821,9739,85.617531731605
"1191","Central Bradford & Barkerend West","E02002221","1st",17.2949348672341,9207,14759,117.18229464892
"1192","Central Braintree","E02004454","1st",6.41599347973942,2675,7896,81.2562497434071
"1193","Central Burnley & Daneshouse","E02005178","1st",14.0120481944503,5155,9036,155.069147791615
"1194","Central Carlisle","E02003992","1st",9.36601564778813,2853,7287,128.530474101662
"1195","Central Chelmsford","E02004494","1st",9.48565741115248,5877,12273,77.2888243392201
"1196","Central Chesterfield & Stonegravels","E02004064","1st",7.24081097367473,2432,8190,88.4103903989588
"1197","Central Chichester","E02006570","1st",11.3877156259327,3233,8528,133.533250773132
"1198","Central Colchester","E02004512","1st",10.1466493723105,4228,10345,98.082642554959
"1199","Central Coventry","E02001988","1st",9.13521582742451,10516,13680,66.7778934753253
"1200","Central Croydon","E02000220","1st",17.9945977546541,7404,12949,138.965153715763
"1201","Central Darlington","E02002566","1st",5.80854411263295,2812,5969,97.3118464170372
"1202","Central Dartford & West Hill","E02005030","1st",9.62021479836613,3776,9663,99.5572265172941
"1203","Central Doncaster & Hyde Park","E02001560","1st",16.0968221707452,7178,12040,133.694536301871
"1204","Central East & Walcot West","E02003228","1st",4.74135302446199,2453,6701,70.7559024692134
"1205","Central Eastleigh","E02004718","1st",6.15476571761456,2754,7500,82.0635429015275
"1206","Central Exeter","E02004156","1st",9.18675135886692,7957,12470,73.6708208409537
"1207","Central Gloucester & Hempsted","E02004639","1st",9.05997930679046,4404,9810,92.3545291212075
"1208","Central Halifax & Boothtown","E02002251","1st",8.94920586960029,3155,7763,115.280250799952
"1209","Central Harrogate","E02005775","1st",13.7598930395289,3840,9559,143.946992776743
"1210","Central Hastings","E02004376","1st",10.7956190234811,2824,6477,166.67622392282
"1211","Central Havant & Langstone","E02004775","1st",7.5637243537007,2321,8896,85.0238798752327
"1212","Central Luton & Park Town","E02003275","1st",18.0122870505404,10116,14920,120.725784521049
"1213","Central Macclesfield","E02003870","1st",7.27112442164875,3193,9369,77.608329828677
"1214","Central Milton Keynes & Newlands","E02003472","1st",7.96710387217002,6226,9719,81.9745228127381
"1215","Central North","E02003226","1st",11.7917011144243,5437,10328,114.172164159802
"1216","Central Park","E02003248","1st",20.0370083353209,7375,11699,171.271120055739
"1217","Central Park & Frizlands Lane","E02000007","1st",12.7449126645096,4031,8071,157.909957434142
"1218","Central Reddish","E02001189","1st",5.51318764743279,1952,7323,75.2859162560808
"1219","Central Rochdale & Mandale Park","E02001141","1st",16.3965314614633,5315,10799,151.83379443896
"1220","Central Romford","E02000476","1st",10.4763402933664,3820,8153,128.496753260963
"1221","Central Slough & Upton Court","E02003417","1st",12.8899224511238,5055,10990,117.287738408769
"1222","Central Solihull & Sharmans Cross","E02002099","1st",7.04659844440684,1656,6204,113.581535209652
"1223","Central South & Eastcott","E02003230","1st",8.37807246989069,4356,8255,101.490883947798
"1224","Central Southampton East","E02003577","1st",13.9997475257144,10122,15078,92.8488362230692
"1225","Central Southampton West","E02003571","1st",5.44920321717511,6805,9632,56.5739536666851
"1226","Central St Leonards","E02004378","1st",14.3970858098546,3378,7777,185.123901373982
"1227","Central Stafford","E02006197","1st",8.09422779874181,3432,8343,97.018192481623
"1228","Central Stockport, Portwood & Shaw Heath","E02001200","1st",6.5843344156836,2632,6648,99.0423347726173
"1229","Central Stockton, Portrack & Low Hartburn","E02002548","1st",10.9814474993464,5849,12060,91.0567786015454
"1230","Central Tamworth","E02006218","1st",8.46723602814368,2795,7551,112.133969383442
"1231","Central Warrington","E02002607","1st",11.5418157040677,4122,10430,110.659786232672
"1232","Central Watford","E02004976","1st",10.831830075584,5272,10763,100.639506416278
"1233","Central Wellingborough","E02005697","1st",9.79807954121618,2768,6570,149.133630764325
"1234","Central Westminster","E02000979","1st",23.9221602694956,6199,10535,227.073187180784
"1235","Chadderton Central","E02001114","1st",5.48355464360828,2504,7317,74.9426628892754
"1236","Chadderton North","E02001107","1st",4.5604435379145,1971,5594,81.5238387185287
"1237","Chadderton South East","E02001124","1st",6.1692516359316,2289,5381,114.648794572228
"1238","Chadderton South West","E02001125","1st",4.71603638243797,2153,6773,69.6299480649339
"1239","Chaddesden North","E02002801","1st",3.3980585395161,1549,6479,52.447268706839
"1240","Chaddesden Park","E02002807","1st",4.83882176869917,1888,7653,63.227776933218
"1241","Chaddesden West","E02002802","1st",5.98167358336439,2327,6851,87.3109558219879
"1242","Chadlington & Wychwoods","E02005995","1st",4.51231211885824,1407,5842,77.2391667041808
"1243","Chadwell Heath East","E02000003","1st",15.5378545999863,4765,9620,161.516160083018
"1244","Chadwell Heath West","E02000769","1st",20.5678472557899,6373,13690,150.239936127026
"1245","Chadwell St Mary","E02003307","1st",6.40115918220078,3035,8585,74.5621337472426
"1246","Chafford & North Stifford","E02006926","1st",5.27965393661542,2757,6572,80.3355742029126
"1247","Chagford, Princetown & Dartmoor","E02004231","1st",7.71981372351288,1492,6399,120.640939576698
"1248","Chailey, Newick & Barcombe","E02004379","1st",4.64461740131527,1607,6576,70.6298266623369
"1249","Chalfont Common & St Peter East","E02003686","1st",4.94525965015861,1672,6758,73.1763783687276
"1250","Chalfont St Giles, Seer Green & Jordans","E02003685","1st",6.25807151228261,1708,7003,89.3627232940541
"1251","Chalfont St Peter West","E02003687","1st",3.48426208151914,1275,4975,70.0354187240028
"1252","Chalford & Bussage","E02004658","1st",3.76269961155592,1354,5548,67.8208293359034
"1253","Chalgrove, Stadhampton & Dorchester","E02005964","1st",3.55196914590671,1500,6375,55.7171630730464
"1254","Chalk Farm","E02000177","1st",16.6438510700065,5211,9565,174.007852273983
"1255","Chalkwell","E02003290","1st",14.4828539262188,2935,9111,158.960091386443
"1256","Challney","E02003268","1st",17.150015821575,5357,10170,168.633390575958
"1257","Chalvedon","E02004436","1st",7.04949261337868,2539,6820,103.364994331066
"1258","Chalvey","E02003415","1st",19.2273028529771,6723,11898,161.601133408783
"1259","Chandler's Ford East","E02004713","1st",6.16893382403787,1592,6886,89.5866079587259
"1260","Chandler's Ford West","E02004714","1st",3.96140189239968,1490,6660,59.4805088948901
"1261","Chanterlands Avenue","E02002676","1st",7.0283535888182,2792,6613,106.280864793864
"1262","Chapel-en-le-Frith & Hope Valley","E02006872","1st",8.11098535059056,1995,11163,72.6595480658475
"1263","Chapel Allerton North","E02002363","1st",7.22995049397034,2553,6794,106.416698468801
"1264","Chapel Allerton South & Chapeltown","E02002371","1st",25.812481399654,5929,10159,254.084864648627
"1265","Chapelfields","E02001987","1st",6.01392048689089,3143,5948,101.108279873754
"1266","Chapeltown","E02001614","1st",6.06633010471389,2142,9752,62.2060100975584
"1267","Chard North & East","E02006096","1st",4.57186327921855,1744,6219,73.5144441102838
"1268","Chard West","E02006097","1st",6.11931438916142,2085,6160,99.3395193045685
"1269","Charfield, Wickwar & Iron Acton","E02003092","1st",3.97203074692596,1993,7639,51.9967370981274
"1270","Charing, Pluckley & Challock","E02004997","1st",6.09055438718305,1829,7447,81.7853415762462
"1271","Charlbury & North Leigh","E02005997","1st",5.17380424808808,1222,5221,99.0960399940257
"1272","Charlemont","E02006810","1st",10.8842499754124,3222,9277,117.325104833593
"1273","Charlestown","E02001047","1st",9.56609700093116,3514,9010,106.171997790579
"1274","Charlton Down, Cerne Abbas & Puddletown","E02004272","1st",9.55521911261393,2137,10719,89.1428222092912
"1275","Charlton Park","E02004613","1st",3.24746573835099,1129,5687,57.1033187682608
"1276","Charlton Slopes","E02000326","1st",10.350567298522,2635,6725,153.911781390661
"1277","Charlton Village","E02000324","1st",9.14709268551525,2863,6711,136.299995313891
"1278","Charlwood, Newdigate & Beare Green","E02006374","1st",8.02655362882083,1723,6599,121.632878145489
"1279","Charminster","E02003184","1st",10.6342121583341,3977,7637,139.245936340632
"1280","Charnock & Basegreen","E02001672","1st",3.66622470353537,1268,5152,71.1611937798014
"1281","Charville","E02000511","1st",12.7424977494469,3628,8965,142.13605967035
"1282","Chase & Crews Hill","E02000280","1st",8.69249817718611,2007,7255,119.813896308561
"1283","Chase Farm & The Ridgeway","E02000286","1st",14.2183644862418,2012,7443,191.030021311861
"1284","Chase Side","E02000284","1st",9.0914020101372,2138,7341,123.844190302918
"1285","Chatham Central and Rochester Riverside","E02003328","1st",9.75095114948534,4406,8368,116.526662876259
"1286","Chatham Maritime","E02003320","1st",7.64661277622392,3689,7907,96.7068771496639
"1287","Chatham South East","E02003335","1st",6.10439440543255,2824,5800,105.24817940401
"1288","Chatham South West","E02003334","1st",5.84363530807897,2222,5242,111.477209234624
"1289","Chatteris","E02003752","1st",8.12943491690995,2696,9495,85.6180612628747
"1290","Chaulden","E02004871","1st",4.15695334030577,1420,4431,93.8152412616965
"1291","Chavey Down & North Ascot West","E02003356","1st",5.18302771354467,1788,6136,84.4691609117449
"1292","Cheadle East","E02001208","1st",5.09722947897531,1985,6419,79.4084667234042
"1293","Cheadle Heath","E02001204","1st",7.10968474776323,2544,7546,94.2179266864993
"1294","Cheadle Hulme Orrishmere","E02001216","1st",5.22484097400172,1675,6636,78.734794665487
"1295","Cheadle Hulme South East","E02001225","1st",6.48207727096559,1535,6467,100.233141657114
"1296","Cheadle Hulme West","E02001220","1st",4.07774425087015,1291,4921,82.8641384041892
"1297","Cheadle North, Alton & Kingsley","E02006213","1st",3.31032607554077,1263,5776,57.3117395349857
"1298","Cheadle South & Upper Tean","E02006216","1st",3.67688801782167,1357,7173,51.2601145660347
"1299","Cheadle Town","E02006214","1st",2.8625806139567,1233,5269,54.3287267784532
