"","msoa11nm","msoa11cd","dose","ex_deaths","unvax","pop","ex_deathrate"
"1","Abberley, Holt Heath & Hallow","E02006711","1st",4.44085931755745,1047,7422,59.8337283421914
"2","Abbey Field","E02004518","1st",6.1090142980486,4701,9739,62.7273261941534
"3","Abbey Hey","E02001065","1st",9.04098163036266,3566,8024,112.674247636623
"4","Abbey Hulton","E02002962","1st",6.52087549859878,2026,6473,100.739618393307
"5","Abbey Park","E02002834","1st",9.46565613684133,4357,10530,89.8922710051408
"6","Abbey Park","E02006848","1st",4.60796117137608,2632,6292,73.23523794304
"7","Abbey Road","E02000961","1st",23.5653018495276,5909,10635,221.58252796923
"8","Abbey Wood North","E02000315","1st",12.2361424622311,4066,8206,149.112143093238
"9","Abbey Wood South","E02000320","1st",9.45528145460506,2774,5960,158.645661990018
"10","Abbeymead & Abbeydale","E02004645","1st",4.04235160521984,1933,7721,52.3552856523745
"11","Abbots Bromley, Yoxall & Marchington","E02006136","1st",4.49195727721529,2027,8413,53.3930497707749
"12","Abbots Langley","E02004956","1st",6.99854223735077,2246,7823,89.4611049130867
"13","Abbotsmead & Salthouse","E02003983","1st",4.24303575006619,1919,6250,67.888572001059
"14","Abbotswood & West Wellow","E02004826","1st",5.90959518594047,1970,8088,73.0662114977803
"15","Abbott Road & Pleasley Hill","E02005885","1st",4.89022666825425,2100,7454,65.6054020425845
"16","Aberford, Barwick & Thorner","E02002359","1st",3.32304289864141,1153,5735,57.9432066022913
"17","Abingdon Audlett Drive & Farm Road","E02005982","1st",3.88813420175501,1556,5155,75.4245237973815
"18","Abingdon Northcourt & Peachcroft","E02005981","1st",5.27276863977059,2155,7684,68.6201020272071
"19","Abingdon South","E02005985","1st",6.0343327386691,2371,7130,84.6329977372945
"20","Abingdon Town & West","E02005983","1st",10.0138205426838,3803,10240,97.7912162371465
"21","Abington","E02005671","1st",9.61429574523758,4074,7622,126.138752889499
"22","Abington Vale","E02005669","1st",3.99967976352087,1384,5388,74.2331062271877
"23","Abram & Bickershaw","E02001312","1st",3.85075857544509,2575,7140,53.9321929334047
"24","Accrington North East","E02005215","1st",10.7888150564211,3621,10389,103.848446014256
"25","Accrington South East","E02005219","1st",7.48292661288638,2262,7407,101.025065652577
"26","Accrington West","E02005217","1st",15.0163000036154,5345,10325,145.436319647607
"27","Acklam","E02002507","1st",3.27944766663556,1433,5277,62.1460615242668
"28","Ackworth & Darrington","E02002471","1st",6.5926574212391,2296,10075,65.435805669867
"29","Acle & Reedham","E02005537","1st",4.02993907844882,984,5212,77.3203967469075
"30","Acocks Green East","E02001915","1st",13.7016203281142,4521,10376,132.051082576275
"31","Acocks Green West","E02001916","1st",12.0301594510318,4077,7967,150.999867591713
"32","Acomb","E02002783","1st",4.71770255467081,2311,8929,52.8357324971532
"33","Acre Lane","E02000632","1st",17.7666437444665,7401,11702,151.825702824017
"34","Acton Central","E02000262","1st",19.7980508968109,5794,10094,196.136822833474
"35","Acton Noel Road & Lynton Road","E02000258","1st",14.5842043783887,4476,7588,192.20090113849
"36","Acton, Great Waldingfield & Bures","E02006232","1st",3.47770713526985,1095,5231,66.4826445281943
"37","Addenbrooke's & Queen Edith's","E02003731","1st",7.93928291462509,4892,10890,72.9043426503682
"38","Addingham & Ilkley Moor","E02002183","1st",3.44818263415732,773,5249,65.6921820186192
"39","Addiscombe East","E02000214","1st",10.5600595851299,2240,5771,182.984917434238
"40","Addiscombe North","E02000210","1st",13.8667960138358,3751,7670,180.792646855746
"41","Addiscombe West","E02000215","1st",25.8256517640228,6180,11138,231.869741102736
"42","Addlestone North","E02006399","1st",11.8546278728154,3378,10650,111.311059838642
"43","Addlestone South","E02006401","1st",10.2832892976072,2742,8920,115.283512305014
"44","Adel","E02002345","1st",3.47665952337177,1304,5399,64.3945086751578
"45","Adelaide Road","E02000179","1st",11.2032458690125,3327,6443,173.882444032478
"46","Adlington & Rivington","E02005202","1st",6.41762855301687,1887,8685,73.8932475879893
"47","Adswood","E02001212","1st",5.06255884950636,2356,5714,88.5992098268526
"48","Adwick le Street & Woodlands","E02001547","1st",7.37703813070199,2589,8908,82.8136296666141
"49","Agar Nook","E02005405","1st",4.61211793035856,1746,6075,75.9196367137211
"50","Agbrigg & Belle Isle","E02002467","1st",7.4962120745336,4039,8322,90.0770496819707
"51","Aigburth & Grassendale","E02001402","1st",7.28578208967322,2138,7898,92.2484437790987
"52","Ainsdale East","E02001439","1st",5.28280388188962,1565,5737,92.0830378575845
"53","Ainsdale West","E02001440","1st",5.11460671369054,973,5587,91.5447774063101
"54","Ainsworth & Bradley Fold","E02001030","1st",3.24088039292143,1370,5364,60.4190975563279
"55","Aintree East & Waddicar","E02001454","1st",3.65560570053255,1506,6280,58.2102818556139
"56","Aintree West & Old Roan","E02001455","1st",4.85138789180285,1639,6225,77.9339420369935
"57","Airedale","E02002440","1st",5.33371309528239,1946,6718,79.3943598583267
"58","Albany and Blackfell","E02001800","1st",1.90134778805212,1529,5813,32.708546156066
"59","Albany Park","E02000088","1st",6.58725333838476,1784,6495,101.420374724939
"60","Albert Dock & Queen's Dock","E02006933","1st",6.29375216909015,4252,7911,79.5569734431823
"61","Albert Hill & Red Hall","E02002567","1st",5.77539737332847,2797,7620,75.7926164478802
"62","Alcester","E02006509","1st",4.85465142641809,1256,5323,91.2014169907588
"63","Aldborough Hatch","E02000763","1st",8.55651330969442,2822,6700,127.709153876036
"64","Aldbrough & Sproatley","E02002704","1st",3.13636368873532,1250,6540,47.9566313262281
"65","Alderholt & Sixpenny Handley","E02004243","1st",5.01787166694871,1186,5700,88.032836262258
"66","Alderley Edge & Chelford","E02003864","1st",7.43333126339471,2112,7808,95.201476221756
"67","Aldermoor & Lordswood","E02003550","1st",5.38098396175718,2158,6905,77.9288046597708
"68","Aldershot Manor Park","E02004812","1st",4.39709971973467,1711,5998,73.3094318061799
"69","Aldershot North Town","E02004810","1st",5.39925494666822,2220,6807,79.3191559669197
"70","Aldershot Park","E02004813","1st",5.79015802382427,1677,5568,103.989907037074
"71","Aldershot Rowhill","E02004811","1st",9.89597465991971,2245,7327,135.06175324034
"72","Aldershot Town","E02004809","1st",11.8007934301079,5762,11117,106.150880904092
"73","Aldgate","E02000884","1st",11.8086565310669,9823,14328,82.4166424557992
"74","Aldridge Central","E02002124","1st",3.65823287139059,1399,5957,61.4106575690883
"75","Aldridge North","E02002116","1st",3.88409512987447,1253,5975,65.0057762322087
"76","Aldridge South","E02002131","1st",3.37010235545832,1347,6838,49.2849130660766
"77","Aldrington","E02003506","1st",6.52794654255831,2253,6331,103.110828345574
"78","Aldrington South","E02003513","1st",11.0227586383986,1870,5915,186.352639702428
"79","Aldwick","E02006559","1st",10.0442694991035,1527,7659,131.143354212083
"80","Alexandra Park","E02000405","1st",9.76429630997166,2144,5802,168.29190468755
"81","Alexandra Park","E02000462","1st",12.0293539138723,3306,7076,170.002175153651
"82","Alexandra Park","E02001119","1st",15.029436982146,5389,9659,155.600341465432
"83","Alexandra Park","E02003532","1st",6.43462517778142,2330,6790,94.7662029128339
"84","Alford, Withern & Willoughby","E02005431","1st",8.0137975557981,1621,7900,101.440475389849
"85","Alfreton","E02004029","1st",4.77792887888118,1836,6266,76.2516578180846
"86","Alkrington","E02001156","1st",8.63204629715127,2280,8617,100.174611780797
"87","Allens Cross","E02001945","1st",9.81789287303764,2806,6728,145.925875045149
"88","Allenton & Osmaston","E02002821","1st",12.7184169201155,4478,9988,127.336973569439
"89","Allerton","E02001400","1st",6.74462485574853,1970,6198,108.81937489107
"90","Allerton","E02002218","1st",7.74788050647325,2966,8055,96.187219198923
"91","Allesley Green & Lower Eastern Green","E02001980","1st",3.47562299303829,1202,5120,67.8832615827792
"92","Allesley Park","E02001979","1st",4.16165456152564,1232,4914,84.6897550168018
"93","Allestree North","E02002796","1st",2.559562820958,909,5383,47.5490028043471
"94","Allestree South","E02002797","1st",4.5533299605581,1198,6608,68.9063250689785
"95","Allington","E02005070","1st",7.08231488596343,1790,8126,87.1562255225625
"96","Almondbury & Waterloo","E02002314","1st",4.7180474859063,1172,4975,94.8351253448502
"97","Almondsbury, Pilning & Severn Beach","E02003094","1st",6.0197281322694,2364,7809,77.0870550937303
"98","Alnwick","E02005703","1st",3.39124650302184,1221,6032,56.2209300898846
"99","Alperton East","E02000118","1st",18.4243012417485,5740,11671,157.863946891856
"100","Alperton West","E02000121","1st",17.0079781246671,6490,12950,131.335738414418
"101","Alphington & Marsh Barton","E02004162","1st",4.36523090773921,1798,6112,71.4206627575133
"102","Alresford, Great Bentley & Thorrington","E02004581","1st",4.08893228877275,1612,7422,55.0920545509668
"103","Alrewas, Fradley & King's Bromley","E02006147","1st",4.24607251349598,1603,7036,60.3478185545193
"104","Alsager East","E02003823","1st",3.04460744769095,1210,5912,51.4987727958551
"105","Alsager West","E02003824","1st",4.42256180283661,1210,5353,82.6183785323484
"106","Alstone & St Mark's","E02004606","1st",7.9088256182776,3614,9434,83.8332162208777
"107","Alt","E02001123","1st",5.67062232659444,2247,5653,100.311734063231
"108","Altarnun & Stoke Climsland","E02003936","1st",7.90312870085263,1566,7493,105.473491269887
"109","Altofts","E02002446","1st",3.29525155296775,1172,5235,62.9465435141881
"110","Alton Ashdell, Whitedown & Amery","E02004699","1st",5.92383099086039,2229,9386,63.1134774223353
"111","Alton Westbrooke & Eastbrooke","E02004698","1st",3.24170231714258,1566,5468,59.2849728811738
"112","Altrincham East","E02001282","1st",4.92676644106142,2534,8517,57.8462655989365
"113","Altrincham West, Dunham & Warburton","E02001283","1st",9.86147532853192,2442,8487,116.195066908589
"114","Alvaston & Crewton","E02002820","1st",7.15395972360006,2782,8236,86.86206560952
"115","Alvechurch, Hopwood & Holt End","E02006704","1st",5.43889609977797,1175,5929,91.7337847828971
"116","Alveley, Claverley & Worfield","E02006013","1st",5.60572092429972,1182,6883,81.4429888754862
"117","Alverstoke & Privett","E02004749","1st",7.23369510734583,1110,6074,119.092774240136
"118","Alverthorpe & Flanshaw","E02002459","1st",7.30102746401901,3108,8630,84.6005499886328
"119","Alveston, Olveston & Oldbury","E02003093","1st",4.01796664871715,1331,5954,67.4834841907483
"120","Alwoodley","E02002341","1st",6.25989638473707,1397,6447,97.0978189039409
"121","Ambergate, Heage & Idridgehay","E02004035","1st",4.06385249628522,1031,5712,71.1458770358057
"122","Amberley, Pulborough & Storrington","E02006600","1st",7.05746934033087,1533,8643,81.655320378698
"123","Amble, Shilbottle & Swarland","E02005704","1st",7.93993561835511,1651,11402,69.6363411537898
"124","Amblecote East","E02002026","1st",4.18831268454878,1488,5771,72.5751634820444
"125","Amblecote West & Stambermill","E02002030","1st",5.21702080151783,1756,5658,92.206094052984
"126","Amersham-on-the-Hill & Chesham Bois","E02003681","1st",6.03975424367601,2278,8928,67.6495771021059
"127","Amesbury","E02006663","1st",6.06026275933885,2980,10204,59.3910501699221
"128","Amhurst Road & Pembury Estate","E02000360","1st",21.3446856176933,6470,11606,183.910784229651
"129","Amington","E02006219","1st",3.69845289732543,2180,6903,53.5774720748288
"130","Ampthill & Millbrook","E02003610","1st",5.22660834140509,2025,7583,68.9253374839125
"131","Ancaster, Caythorpe & Claypole","E02005476","1st",4.21856058569161,1283,6561,64.2975245494834
"132","Anchorage Park & Copnor","E02003531","1st",5.84652050018415,1816,6794,86.0541728022395
"133","Andover Central","E02004817","1st",5.14688954037911,1964,6661,77.2690217741947
"134","Andover Charlton & Bourne Valley","E02004814","1st",3.89986407005126,1496,6149,63.4227365433609
"135","Andover London Road & East Anton","E02004816","1st",8.45566625619014,4885,14958,56.5293906684727
"136","Andover Newbury Road","E02004815","1st",4.19358723802052,2452,6202,67.6166920029107
"137","Andover South","E02004819","1st",4.60315531326443,1785,6939,66.337445067941
"138","Andover West","E02004818","1st",5.50728058799371,1969,8379,65.7271820980273
"139","Anerley North & Penge West","E02000135","1st",15.6629591426613,4533,9125,171.648867316837
"140","Anerley South","E02000141","1st",9.87918951265246,2534,6243,158.244265780113
"141","Anfield East","E02001365","1st",9.06488614190062,4316,8715,104.014757795762
"142","Anfield North","E02001361","1st",6.31123475172623,2409,6749,93.5136279704583
"143","Anfield West","E02001364","1st",5.83630008744966,2312,5332,109.457991137465
"144","Angel","E02000573","1st",11.6403779973994,7089,12261,94.9382431889684
"145","Angmering North, Patching & Findon","E02006543","1st",3.89035404501146,1008,5063,76.8389106263374
"146","Angmering South","E02006546","1st",7.25160361072429,2042,9519,76.1803089686342
"147","Anlaby Common","E02006814","1st",3.8295015421415,1744,6799,56.3244821612223
"148","Anlaby Park & Pickering","E02006813","1st",4.75504165831397,2096,7067,67.2851515255974
"149","Annesley & Kirkby Woodhouse","E02005828","1st",3.48008159038604,1511,6478,53.7215435379136
"150","Ansdell & Fairhaven","E02005210","1st",11.5610579773673,1557,9253,124.943888224006
"151","Anstey","E02005366","1st",2.72471796146568,1417,6172,44.1464348908892
"152","Anston & Woodsetts","E02001609","1st",4.17260301538042,1424,7514,55.5310489137665
"153","Apley & Leegomery","E02002934","1st",4.84263278440596,1716,5325,90.9414607400181
"154","Appleby, Shap & Kirkby Thore","E02004013","1st",5.38563885750939,1788,8631,62.3987818040713
"155","Appledore & Northam North","E02004220","1st",7.25230987312727,1106,5471,132.559127638956
"156","Appleton","E02002614","1st",3.53793195428608,1001,5361,65.993880885769
"157","Appleton Thorn, Stretton & Walton","E02002613","1st",3.89879238940855,1595,6318,61.709281250531
"158","Arboretum, Forest & Trent University","E02002889","1st",5.77576173563163,8818,10895,53.0129576469172
"159","Arborfield & Garrison","E02003456","1st",4.18987781339079,2044,6279,66.7284251216881
"160","Arbourthorne","E02001658","1st",3.88954156893961,1494,4417,88.0584462064662
"161","Arbury","E02003720","1st",14.6168660416163,5435,10345,141.294016835343
"162","Archway East","E02000555","1st",17.7845721066795,5054,9744,182.518186644905
"163","Archway West","E02000557","1st",15.1696605726713,4688,8914,170.17792879371
"164","Ardleigh Green","E02000473","1st",10.0198574714761,2883,8595,116.577748359233
"165","Ardsley & Stairfoot","E02001523","1st",3.1744229568948,1812,6067,52.3227782577023
"166","Ardwick","E02001062","1st",14.6042009532152,8447,12825,113.872911915908
"167","Arkwright Town & Temple Normanton","E02004111","1st",3.46733458360744,840,4893,70.8631633682289
"168","Arle & Hesters Way","E02004604","1st",6.13177261580521,2586,6860,89.3844404636329
"169","Arlesey & Henlow","E02003608","1st",5.24766927119927,2638,10061,52.158525705191
"170","Armitage & Colton","E02006146","1st",5.48248868138843,1687,7107,77.1420948556132
"171","Armley & New Wortley","E02002400","1st",8.03098967324166,5029,9113,88.1267384312703
"172","Armthorpe North","E02001552","1st",4.65712187270827,2011,6452,72.1810581634883
"173","Armthorpe South","E02001555","1st",2.91800635745552,881,4705,62.0192637078751
"174","Arnold Town","E02005869","1st",4.18748955085435,1604,4920,85.111576236877
"175","Arnside, Milnthorpe & Holme","E02004025","1st",4.61077847141159,1326,7061,65.2992277497747
"176","Arrow Valley & Ipsley","E02006727","1st",4.37320066181302,1492,5215,83.8581143204798
"177","Arundel","E02006542","1st",6.86025053382947,1337,5273,130.101470393125
"178","Ascot & North Ascot East","E02003437","1st",8.36708242844945,2116,6688,125.105897554567
"179","Asfordby, Frisby & Old Dalby","E02005393","1st",4.37661900590153,1423,6344,68.9883197651565
"180","Ash & Wingham","E02005041","1st",4.83827939640423,1344,6308,76.7006879582154
"181","Ash Green & Keresley End","E02006806","1st",6.52591692027568,2501,7479,87.2565439266704
"182","Ash Vale","E02006347","1st",5.5106986478299,1546,6117,90.088256462807
"183","Ash Wharf","E02006353","1st",4.63308626506686,1448,5209,88.943871473735
"184","Ashbourne North, Dovedale & Carsington","E02004075","1st",3.61350679664378,1381,6469,55.8588158392916
"185","Ashbourne South","E02004076","1st",4.22328266916228,1768,6386,66.1334586464497
"186","Ashburton & Buckfastleigh","E02004217","1st",8.53004883633152,1977,6928,123.124261494393
"187","Ashby de la Zouch North","E02005399","1st",4.01355976232869,1626,6622,60.6094799505994
"188","Ashby de la Zouch South","E02005402","1st",2.48955022947023,1211,5733,43.4249124275288
"189","Ashdown","E02004368","1st",6.44482152110688,1986,7139,90.2762504707506
"190","Ashford Central","E02005000","1st",9.59386459397614,4243,10032,95.6326215507988
"191","Ashford Common","E02006408","1st",8.84824382588877,2409,7405,119.490125940429
"192","Ashford East","E02006407","1st",9.42326450363817,2519,8183,115.156599091264
"193","Ashford West","E02006405","1st",10.1416495157104,3621,10574,95.9111926963347
"194","Ashgate & Brockwell","E02004063","1st",4.99211792257563,1073,6817,73.2304228043954
"195","Ashingdon","E02004564","1st",7.45863982522312,1520,7084,105.288535082201
"196","Ashington & Washington","E02006602","1st",5.29539712555203,1561,7516,70.4549910265038
"197","Ashington East","E02005736","1st",3.55329025670912,1806,6961,51.0456867793294
"198","Ashington Hirst","E02005735","1st",3.46822484734643,1985,6229,55.6786779153384
"199","Ashington South","E02005738","1st",1.27433806602855,867,4295,29.6702692905366
"200","Ashington West","E02005737","1st",2.72149631457755,1408,6393,42.5699407880112
"201","Ashmore","E02002120","1st",3.62879193097466,1362,5151,70.4482999606807
"202","Ashmore Park","E02002153","1st",6.50420738361458,1798,6453,100.793543834102
"203","Ashover & New Tupton","E02004114","1st",5.33861812898549,1328,7173,74.4265736649308
"204","Ashtead East","E02006362","1st",6.40351671074464,1655,6166,103.852038773024
"205","Ashtead West","E02006363","1st",4.841352377322,1373,5333,90.7810308892181
"206","Ashton","E02003052","1st",3.00580566139815,2193,6162,48.7797088834494
"207","Ashton-in-Makerfield East","E02001321","1st",6.21798827180415,1779,6966,89.2619619839815
"208","Ashton-in-Makerfield North","E02001318","1st",6.6482980535068,1764,6734,98.7273248219009
"209","Ashton-in-Makerfield West","E02001322","1st",3.69452700697012,1425,6304,58.6060756181808
"210","Ashton-on-Ribble & Larches","E02005265","1st",8.52336478563988,2844,9378,90.8868072684995
"211","Ashton Central","E02001241","1st",14.5495691636897,4619,9569,152.049003696203
"212","Ashton East","E02001235","1st",6.61842914175632,2088,6263,105.675062138852
"213","Ashton North","E02001230","1st",4.87597245690781,1440,5332,91.4473454033722
"214","Ashton upon Mersey North","E02001271","1st",5.90776808426487,1723,5673,104.138340988276
"215","Ashton upon Mersey South","E02001274","1st",7.73712291920234,1735,7234,106.954975382946
"216","Ashton Waterloo","E02001233","1st",8.16782108627136,2258,6830,119.58742439636
"217","Ashurst & Cadnam","E02004784","1st",4.16204362569509,878,5097,81.6567319147555
"218","Ashwood","E02002023","1st",1.72346131888399,955,4513,38.1888171700419
"219","Askam & Dalton North","E02003977","1st",3.64304255505603,1265,5336,68.2729114515748
"220","Askern, Campsall & Norton","E02001540","1st",6.72423082284004,2669,10214,65.8334719291173
"221","Askew","E02000377","1st",17.8392714285663,5426,9029,197.577488410304
"222","Askham, Ullswater & Greystoke","E02004012","1st",2.92298453939752,1018,4847,60.3050245388389
"223","Aspatria & Abbeytown","E02003967","1st",3.12686158110537,1056,7016,44.5675823988793
"224","Aspley","E02002880","1st",8.46373729216031,3794,7394,114.467639872333
"225","Aspley, Longley & University","E02002312","1st",7.74955148797753,6960,10412,74.4290384938295
"226","Aspull & Red Rock","E02001290","1st",2.79691915906447,1215,5306,52.7123852066429
"227","Astley Bridge & Waters Meeting","E02000988","1st",7.58630761975783,2387,7745,97.9510344707273
"228","Astley, Blackmoor & Mosley Common","E02001315","1st",5.10776719348148,2104,7512,67.9947709462391
"229","Aston","E02001607","1st",4.31183987896773,1804,7565,56.9972224582648
"230","Aston-on-Trent & Barrow-upon-Trent","E02004121","1st",5.15246461563902,1504,7664,67.2294443585468
"231","Aston Park","E02001863","1st",16.8523141655367,4974,7693,219.060368718792
"232","Athersley","E02001515","1st",5.38674585090626,2475,8087,66.6099400384106
"233","Atherstone","E02006470","1st",8.8461269189197,2751,10257,86.2447783847099
"234","Atherton North","E02001303","1st",5.73353676442368,2670,7266,78.9091214481652
"235","Atherton South East & Tyldesley West","E02001308","1st",3.77480384627872,1427,5094,74.1029416230608
"236","Atherton South West","E02001309","1st",5.15171189678876,2053,6962,73.9975854178219
"237","Attenborough & Chilwell East","E02005863","1st",5.02348765141224,1492,6734,74.598866222338
"238","Attleborough","E02005513","1st",6.87942373187749,2735,9097,75.6229936449103
"239","Attleborough","E02006484","1st",5.06557728847671,2071,6538,77.4790041064043
"240","Attwood Green & Park Central","E02006895","1st",14.1895475747413,6382,9382,151.242246586456
"241","Audenshaw","E02001242","1st",4.05050205539059,1513,5908,68.5596150201522
"242","Audlem, Bunbury & Wrenbury","E02003840","1st",6.51733774326594,2047,9881,65.9582809762771
"243","Audley","E02002621","1st",11.6147601982495,3376,7224,160.780179931472
"244","Audley & Bignall End","E02006162","1st",4.6512913030846,1834,7392,62.9233130828544
"245","Audley End, Ashdon & the Chesterfords","E02004591","1st",4.33579582809563,1545,6492,66.7867502787373
"246","Aughton","E02005315","1st",3.97088665793052,1255,7258,54.7104802690896
"247","Aveley","E02003303","1st",8.77397626356652,2988,7395,118.647413976559
"248","Avery Hill","E02000342","1st",6.17832241817937,2508,5395,114.519414609441
"249","Axminster","E02004133","1st",8.7052889706702,2082,8503,102.379030585325
"250","Aykley Heads, Neville's Cross & Langley Moor","E02004315","1st",6.28824800682155,5597,12071,52.0938448083965
"251","Aylesbury Central","E02003666","1st",6.62804853339514,2779,6593,100.531602205296
"252","Aylesford, Wouldham & Blue Bell Hill","E02005149","1st",5.93967457522004,2562,9463,62.7673525860725
"253","Aylesham & Elvington","E02005046","1st",4.32671593585519,2210,6953,62.2280445254593
"254","Aylestone North & Saffron Fields","E02002857","1st",5.80861755662019,2730,6062,95.8201510494917
"255","Aylestone South","E02002860","1st",7.57796993855637,2210,7111,106.566867368252
"256","Aylsham","E02005520","1st",4.80916159849447,1409,7669,62.7091093818551
"257","Ayresome","E02002498","1st",13.7408520636944,7002,10203,134.674625734533
"258","Ayton & Snainton","E02005807","1st",4.39516913533521,884,5795,75.8441610929286
"259","Babbacombe & Plainmoor","E02003158","1st",4.87654000039991,1267,5040,96.7567460396807
"260","Backwell & Flax Bourton","E02003075","1st",2.47442457013956,989,5188,47.6951536264372
"261","Bacup","E02005280","1st",8.58825425658253,2986,9116,94.2107750831783
"262","Baddley & Milton","E02002957","1st",4.49455407755203,1701,8293,54.1969622278069
"263","Baffins","E02003537","1st",6.64560806657193,2653,8779,75.6989186305038
"264","Bagshot","E02006417","1st",4.97389355886799,1565,5457,91.1470324146598
"265","Baguley East & Wythenshawe Park","E02001092","1st",10.0945482565321,3001,7684,131.371008023583
"266","Baguley West & Brooklands","E02001091","1st",8.27542561520385,2229,7317,113.09861439393
"267","Baildon North","E02002195","1st",3.43938383017765,1130,5705,60.287183701624
"268","Baildon South","E02002198","1st",5.88722764763448,1869,7133,82.5350854848518
"269","Baker's Arms","E02000914","1st",27.0107563419252,6856,11518,234.509084406365
"270","Bakersfield","E02002891","1st",9.23586866864249,2737,7148,129.209130786828
"271","Bakewell North, Baslow & Calver","E02004069","1st",3.41501482117051,962,5816,58.7175863337433
"272","Bakewell South, Youlgreave and Taddington","E02004070","1st",4.80337524286475,1074,5455,88.0545415740558
"273","Balby Carr","E02001566","1st",5.9882103821099,2981,7482,80.0348888279859
"274","Balby South","E02001567","1st",6.36459967484611,2404,7607,83.6676702359158
"275","Balcombe & Handcross","E02006610","1st",4.53093936664161,1776,6688,67.7472991423686
"276","Balderstone & Kirkholt","E02001147","1st",9.13178369190736,3115,8219,111.105775543343
"277","Balderton","E02005903","1st",6.98421523280263,2340,8919,78.3071558784911
"278","Baldock","E02004912","1st",7.99492103639989,2683,9245,86.478323811789
"279","Balham","E02000943","1st",13.0640391624839,5045,9435,138.463584128075
"280","Balsall Common","E02002105","1st",4.76178888060981,1677,7150,66.5984458826547
"281","Balsall Heath East","E02001909","1st",14.1976145003813,4767,7384,192.275385974828
"282","Balsall Heath West & Kingswood Road","E02001910","1st",14.8142535288299,3841,6312,234.699834106938
"283","Bamber Bridge East","E02005294","1st",2.86128124041114,1679,5904,48.4634356438202
"284","Bamber Bridge West","E02005293","1st",4.04514933275092,1170,4604,87.8616275575785
"285","Bampton, Clanfield & Standlake","E02006007","1st",4.82861886218154,1614,6267,77.0483303363897
"286","Bampton, Holcombe & Westleigh","E02004164","1st",5.76580584983834,1298,5975,96.4988426751187
"287","Banbury Calthorpe","E02005927","1st",4.49117727314022,1606,4905,91.563247158822
"288","Banbury Easington","E02005926","1st",8.84360787886063,2423,8015,110.338214333882
"289","Banbury Grimsbury","E02005924","1st",11.4477680652313,5626,11407,100.357395154127
"290","Banbury Hardwick","E02005922","1st",5.24329130217786,2666,7233,72.4912387968735
"291","Banbury Neithrop","E02005923","1st",5.92784514703656,2268,5302,111.803944681942
"292","Banbury Ruscote","E02005925","1st",7.95691697490064,3086,7495,106.163001666453
"293","Banister Park & Howard Road","E02003568","1st",7.10145634931459,4369,8442,84.120544294179
"294","Bank Hall & Fulledge","E02005182","1st",7.68408826941008,2195,5325,144.302127125072
"295","Bank Top","E02002570","1st",7.3051964853815,2525,6841,106.785506291207
"296","Bank Top & Radcliffe Ees","E02001033","1st",4.63415901557647,1970,5117,90.5639831068297
"297","Bankfields","E02002529","1st",2.49131405327221,1371,5032,49.5094207725003
"298","Bankfoot","E02002238","1st",5.61642654350507,1944,5210,107.800893349426
"299","Banstead","E02006376","1st",8.60525075623307,2549,8235,104.496062613638
"300","Bar Hill & Boxworth","E02003779","1st",4.66925672707552,1359,4394,106.264377038587
"301","Barbourne & Rainbow Hill","E02006737","1st",4.31417467672817,2029,7041,61.2721868588008
"302","Barclay Hills & Trinity","E02005185","1st",8.02272683623888,3305,7767,103.292478900977
"303","Bare","E02005224","1st",5.39825896890328,801,4723,114.297246853764
"304","Barkerend East","E02002224","1st",12.8929599559292,5235,9066,142.212221000763
"305","Barkham & Woose Hill","E02003453","1st",3.35403618507766,1474,5911,56.742280241544
"306","Barking Central","E02000016","1st",11.7244212844624,6013,9796,119.685803230527
"307","Barking East","E02000017","1st",17.3170457596535,5616,9459,183.074804521128
"308","Barkingside East","E02000765","1st",10.2026486851519,2920,6515,156.602435689208
"309","Barkingside North","E02000760","1st",10.0490772834168,2720,6791,147.976399402397
"310","Barkingside West","E02000762","1st",8.72807151646786,2227,5979,145.978784353033
"311","Barlaston, Tittensor & Swynnerton","E02006189","1st",3.48018512611338,1117,6162,56.4781747178414
"312","Barlby & Riccall","E02005811","1st",5.19144050461305,1866,8592,60.4217935825541
"313","Barming","E02005075","1st",6.42727877718824,2837,8887,72.3222547224962
"314","Barnack, Wittering & Wansford","E02003240","1st",3.93409009529342,1842,5961,65.9971497281231
"315","Barnard's Green","E02006718","1st",4.25250984770243,1307,5544,76.7047230826557
"316","Barnard Castle","E02004347","1st",5.1728835280807,1491,6461,80.0632027252856
"317","Barncroft & Warren Park","E02004767","1st",3.0171743241164,1588,4765,63.3195031294104
"318","Barnehurst North","E02000078","1st",6.36099108781432,1856,6761,94.0835836091455
"319","Barnehurst South","E02000081","1st",8.42447414880156,1992,6936,121.460123252618
"320","Barnes Park","E02001808","1st",5.3623147834949,2218,5445,98.4814468961414
"321","Barnetby, Ulceby & Killingholme","E02002752","1st",3.32019370332826,1509,5955,55.754722138174
"322","Barnfield","E02003264","1st",10.3420805998184,3120,8160,126.741183821304
"323","Barnhill The Avenue","E02000098","1st",19.1162696412376,4381,8790,217.477470321247
"324","Barnoldswick North","E02005240","1st",4.49250607219453,1552,4832,92.9740495073372
"325","Barnoldswick South","E02005241","1st",4.53418574620903,1580,4881,92.8946065603161
"326","Barnsbury East","E02000570","1st",10.697511371106,5137,9578,111.688362613343
"327","Barnsbury West","E02000572","1st",16.0522002419543,6294,10115,158.696987068258
"328","Barnsley Town & Park Road","E02001521","1st",10.4240134258528,4950,11051,94.3264268016721
